0925,0.4,0.3
0825,0.2,0.2
0725,0.3,0.3
0625,0.1,0.2
0525,0.2,0.3
0425,-0.1,0.1
0325,0.2,0.3
0225,0.5,0.3
0125,0.4,0.4
1224,0.3,0.3
1124,0.2,0.2
1024,0.2,0.1
0924,0.2,0.2
0824,0.2,0.2
0724,-0.1,0.1
0624,0.0,0.1
0524,0.3,0.4
0424,0.4,0.3
0324,0.4,0.4
0224,0.3,0.2
0124,0.3,0.2
1223,0.1,0.0
1123,0.0,0.1
1023,0.4,0.3
0923,0.6,0.6
0823,0.2,0.2
0723,0.2,0.3
0623,0.1,0.2
0523,0.4,0.4
0423,0.1,0.2
0323,0.4,0.4
0223,0.5,0.5
0123,-0.1,-0.1
